Column1;coefHML;coefSML;coeffundflows;coefrmrf;const;pvalorHML;pvalorSML;pvalorconst;pvalorfundflows;pvalorrmrf;r2
TTWO;-0,004233359;-0,001615503;-0,095103167;0,007602274;-0,000273484;3,95E-05;0,372280617;0,925673181;0,706783785;1,93E-12;0,286156617
JBL;0,00299095;0,003431795;0,086968248;0,013788019;0,002663501;0,001532425;0,041320311;0,326519653;0,709934128;1,69E-33;0,584695346
CTVA;0,006550187;0,004902855;0,07733256;0,00824975;-0,000988162;2,53E-13;0,001233858;0,683848437;0,711670566;7,37E-19;0,50234013
LYV;0,004164445;0,007732392;-0,11610072;0,015152549;-0,001852499;0,001077385;0,000730819;0,612414254;0,712646135;3,06E-25;0,510453815
BSX;0,001362542;-0,000971435;0,062532581;0,009942101;-0,000928543;0,046716782;0,42770058;0,639769269;0,714674205;7,39E-33;0,547016086
ALL;0,00593243;-0,00391064;0,072997441;0,00871556;-0,001871029;2,95E-12;0,006778934;0,42008434;0,715061412;6,77E-22;0,48145936
FANG;0,013774335;0,00267734;0,145433323;0,012781395;0,002002742;1,97E-15;0,350163075;0,666030905;0,716219533;1,15E-13;0,434754183
DUK;0,003487154;-0,005087869;-0,062797651;0,007637839;-0,002210328;1,03E-06;6,04E-05;0,272941149;0,71754617;3,37E-22;0,439279971
CEG;0,00012484;-0,003322516;0,080598595;0,003475695;0,003607221;0,888951851;0,039560382;0,166656588;0,719429165;0,000144677;0,082622583
WMB;0,00760598;-0,001537703;-0,072273225;0,010488199;-0,00043097;9,75E-18;0,287271596;0,853790605;0,720063926;3,23E-28;0,578445983
DFS;0,013134023;0,001420573;0,114815313;0,02076014;-0,005205665;5,10E-20;0,536868877;0,163467702;0,72087148;9,62E-38;0,671929505
HES;0,01330063;0,00143785;-0,103523464;0,009762266;0,002186028;2,35E-23;0,493237044;0,520357185;0,723957811;1,42E-14;0,514797038
NTAP;0,002259915;0,002627598;-0,076933616;0,009895867;0,000158232;0,009968917;0,093543871;0,95013345;0,724391424;3,30E-23;0,451949894
DHI;0,001317667;0,003392085;0,088513755;0,012478685;0,00187071;0,193031327;0,062616502;0,524709822;0,726946858;4,08E-26;0,491680357
PXD;0,010289782;0,001854575;-0,101043462;0,008424293;0,001661072;3,98E-16;0,37259228;0,621938322;0,727888432;9,20E-12;0,416137142
CTSH;0,002087345;0,002187986;0,065872073;0,009714826;-0,002216561;0,00646133;0,10960594;0,316279582;0,729498015;1,88E-27;0,510753788
CMI;0,004847721;0,000875101;-0,052903787;0,009057204;-0,000950859;4,07E-13;0,434609583;0,600236643;0,735189319;1,09E-32;0,602187324
HSY;0,000946168;-0,005509163;0,051941858;0,005879133;-0,000804169;0,128839128;1,64E-06;0,656482804;0,738969108;1,24E-17;0,347013097
MPWR;-0,0039272;0,003383528;-0,099440247;0,014812528;0,002120516;0,001190332;0,116040606;0,542259507;0,740233641;3,11E-26;0,500417787
MLM;0,005318742;0,003432429;0,067689727;0,011590343;-0,00046593;7,17E-10;0,020752805;0,84537259;0,742481743;1,92E-31;0,59336001
ICE;-0,00126527;-0,002237357;0,047360354;0,008891723;-0,000885478;0,028700149;0,031181826;0,596680292;0,742663091;1,62E-35;0,571104696
EW;-0,00301767;3,36E-05;0,074970285;0,011131703;-0,002711765;0,00113934;0,98368695;0,308996323;0,743983308;1,47E-25;0,478218312
DHR;-0,003039118;-0,001572684;-0,058836725;0,008915313;0,000508559;4,72E-05;0,231658715;0,811044297;0,748384678;1,21E-25;0,474492602
CBRE;0,006719151;0,003832695;0,066017587;0,013227765;-0,002329193;5,83E-14;0,010753668;0,33535509;0,751226017;6,26E-37;0,656711663
TAP;0,005993469;0,000366179;0,070218434;0,007099165;-0,001797902;1,39E-10;0,81768503;0,485189488;0,751764715;1,10E-13;0,376875602
INCY;-0,001751798;-0,000595409;0,075362066;0,005152624;-0,002795791;0,070641166;0,731146959;0,320037703;0,755629548;2,78E-07;0,152741953
HSIC;0,004637905;-0,000134158;-0,060785852;0,009614647;-0,002399027;3,08E-08;0,926009612;0,306176011;0,76335888;6,65E-25;0,48987963
DAY;-0,002423487;0,005892743;0,086514565;0,014913773;-0,004374724;0,037227768;0,00498379;0,194718412;0,765678606;9,76E-28;0,531539904
SWK;0,004236088;0,003084758;0,071971119;0,013727433;-0,006208903;1,86E-05;0,076544197;0,028180933;0,766562485;1,02E-31;0,570808282
ARE;0,002405643;0,001921709;0,057679707;0,011028063;-0,005247962;0,002208429;0,169126586;0,021077301;0,767209157;1,07E-31;0,557751117
MAS;0,001110397;1,47E-05;0,06221149;0,012029905;-0,001917695;0,187870514;0,992216846;0,433810708;0,768240375;5,46E-32;0,540703656
WAT;0,00087812;0,000337809;0,064130986;0,008348896;-0,000431208;0,320209594;0,831148223;0,866624937;0,772074206;1,26E-17;0,344019234
ES;0,002846313;-0,006160119;-0,054597766;0,009556765;-0,005166093;0,000213295;9,49E-06;0,019568925;0,77323499;5,02E-27;0,481715831
PH;0,006100311;0,003666708;0,04609063;0,013205779;0,000302209;4,33E-17;0,002254817;0,875065091;0,78094761;9,22E-49;0,743877671
SCHW;0,007284472;0,003491076;0,068875103;0,010572212;-0,001482452;1,26E-11;0,055869439;0,614821287;0,786233612;1,88E-20;0,487577045
MRO;0,014867686;0,0046726;0,097559697;0,010011654;0,002457693;3,77E-20;0,072558386;0,558592758;0,787634194;6,53E-11;0,462370449
VTRS;0,003321388;0,005034127;0,082005407;0,007529794;-0,00534678;0,006845687;0,022084972;0,132110004;0,788222835;3,87E-09;0,244831908
GEHC;2,71E-05;0,00258841;-0,036532086;0,001264396;0,000498784;0,960698307;0,009390619;0,755400284;0,791292625;0,022963403;0,077279437
TDG;0,006526253;0,001672135;0,058946006;0,014227433;-0,001521957;5,26E-12;0,295145598;0,556184581;0,79143555;3,70E-37;0,639538947
BBWI;0,007844502;0,004816362;-0,113667937;0,018239727;-0,00108391;8,69E-06;0,119765569;0,828443142;0,792128479;6,16E-21;0,44106572
SO;0,003322197;-0,004489641;0,04341227;0,008089165;-0,001977882;1,22E-06;0,000216181;0,306634652;0,794427863;1,33E-25;0,481032987
SRE;0,004569418;-0,000886302;0,049110923;0,007877238;-0,001888447;7,59E-09;0,514555038;0,391709417;0,795976147;2,45E-20;0,439371237
MCO;-0,001345534;-0,004348032;0,039564716;0,012555039;-0,001070168;0,031653194;0,000135057;0,554821838;0,800032354;2,92E-49;0,688784166
CL;-8,86E-05;-0,004755189;-0,030928912;0,004658981;-0,000799434;0,864687938;8,17E-07;0,597554224;0,812699648;3,29E-16;0,3186481
MCHP;0,000131395;0,004506882;0,049655196;0,013943097;-0,00043624;0,876198376;0,00325327;0,858927626;0,814497268;1,07E-38;0,636515913
ETSY;-0,009033198;0,007894179;-0,095954089;0,019362408;-0,002979912;1,34E-07;0,008340181;0,535450365;0,816904429;3,17E-24;0,519427578
FE;0,002975707;-0,003610971;-0,056929802;0,008046213;-0,003580987;0,003027431;0,043781922;0,215802883;0,819136927;6,57E-14;0,281506749
TT;0,003465601;-0,000141336;-0,045521286;0,012127206;-0,000232862;2,01E-05;0,920990273;0,919683933;0,819186517;5,96E-35;0,583597397
NEM;-0,001276435;0,001683528;-0,066800711;0,004616568;-0,001325442;0,283657116;0,430650017;0,701667478;0,822806924;0,00014695;0,093824213
PM;0,002151856;-0,004771905;0,039913286;0,008321654;-0,002339465;0,003648101;0,000356713;0,272908184;0,82800243;3,66E-23;0,425085913
SMCI;0,002393761;0,005422814;0,098495745;0,01227563;0,007555443;0,192132176;0,100291076;0,157326161;0,830276375;2,41E-10;0,237508991
CTRA;0,00860668;-0,002608127;-0,067117782;0,008493428;-0,00221698;9,44E-11;0,248838402;0,544792943;0,831548417;1,81E-10;0,324601897
HPQ;0,004179536;-0,000837348;0,048707032;0,011553701;-0,001879806;8,13E-06;0,60949977;0,479370402;0,831579404;4,94E-27;0,49959609
WMT;-0,001658359;-0,004470196;-0,037175463;0,004487137;0,000371937;0,018727814;0,000468066;0,855201192;0,832470185;1,21E-09;0,209396693
IPG;0,006692641;0,003566965;-0,042200008;0,012959462;-0,002172664;1,36E-14;0,014130852;0,353159172;0,834155669;1,65E-37;0,660052566
WBA;0,004716759;0,005323901;-0,05211009;0,006433404;-0,006016251;5,77E-06;0,003772138;0,042257394;0,837489623;1,61E-09;0,298847555
PNR;0,003146253;0,001302441;0,042877891;0,013877912;-0,001834838;0,000243748;0,389792008;0,454630324;0,839302874;1,65E-38;0,62288745
LMT;0,003535879;-0,006072842;0,036875415;0,006880159;-0,001214383;2,71E-06;6,85E-06;0,568889243;0,840932415;1,94E-17;0,384705989
GILD;-0,000310675;-0,001649095;-0,03871143;0,002796227;-0,000340408;0,704571584;0,263029446;0,886460621;0,850630544;0,000806743;0,058525874
PNW;0,003614724;-0,003735219;0,038340983;0,008911348;-0,004259065;1,57E-05;0,011536561;0,074324594;0,851593155;8,16E-22;0,424058578
AMCR;0,002541721;0,001296058;-0,032674872;0,006489822;-0,000984929;0,00035949;0,303540446;0,629127036;0,852550094;4,59E-17;0,365689692
HII;0,005177114;-0,000727679;0,035493875;0,007147887;-0,001496992;1,53E-10;0,596878198;0,50209175;0,853489064;2,95E-17;0,416300627
COF;0,012016745;0,003309451;0,046057673;0,017153013;-0,004742117;3,74E-25;0,067168632;0,105238096;0,85472544;2,07E-40;0,712074697
FI;0,003145532;-0,00137447;0,030873718;0,010484931;-0,00288942;5,60E-06;0,257018936;0,141951922;0,855198119;9,21E-36;0,589988691
INTU;-0,004684367;-0,003804946;0,031393651;0,014331089;0,000135811;3,90E-10;0,003203362;0,94765366;0,860291592;3,12E-49;0,709266766
DRI;0,005805856;0,001338629;0,047760997;0,015687405;-0,00169184;4,47E-07;0,502984259;0,601356708;0,86413976;2,15E-31;0,563290475
FFIV;2,89E-05;0,004293948;-0,032514778;0,008113188;-0,000416011;0,9717603;0,003775154;0,861050216;0,873932913;5,70E-19;0,407436681
HRL;-0,000367905;-0,000701188;0,02986439;0,001292917;-0,00218569;0,629748401;0,608872478;0,325490751;0,876032688;0,092596233;0,01688888
BA;0,010626305;0,001937821;-0,053452997;0,020293176;-0,006035957;1,84E-12;0,445025009;0,142961116;0,88008214;3,30E-32;0,595632597
MO;0,004185648;-0,002062273;-0,026078867;0,006667099;-0,002827723;8,05E-09;0,099436829;0,162919097;0,881066298;5,22E-18;0,402449249
PPG;0,003287366;0,000913163;0,026965121;0,010972245;-0,002096178;1,18E-05;0,487300847;0,325502994;0,883236683;4,33E-34;0,584156021
HAS;0,002966118;0,001584584;0,038897441;0,010813193;-0,004780678;0,005912288;0,408598783;0,124790494;0,884485844;1,51E-19;0,393164414
PHM;0,003997436;0,003227444;-0,042242219;0,016430563;-3,42E-05;0,001061011;0,136616129;0,992210806;0,888806904;5,17E-30;0,539106809
DAL;0,010161671;0,005501843;0,046684553;0,017831108;-0,007561895;1,16E-12;0,022780797;0,053023939;0,889293026;4,32E-29;0,58376582
IFF;0,001370757;0,005661618;-0,034118675;0,01039072;-0,005549539;0,167238034;0,001666079;0,055232047;0,890760498;1,35E-20;0,43778338
CPRT;-0,000837713;-0,000473819;0,023248727;0,011747582;0,000860054;0,228570554;0,704001658;0,670478994;0,893859916;7,75E-40;0,6191458
ODFL;-0,000605175;0,002738095;0,027905123;0,009964404;0,002510405;0,480096889;0,076189097;0,314449547;0,896685635;5,85E-24;0,460747539
AJG;0,001606895;-0,004248802;0,02099942;0,009471605;0,001158278;0,013585958;0,000316053;0,537966046;0,896913846;4,35E-33;0,540803004
LKQ;0,007517989;0,001849006;0,027899429;0,01474157;-0,002943303;5,60E-15;0,246557972;0,255042407;0,900259623;6,01E-39;0,663958164
CDNS;-0,006610511;-0,001978;0,021629846;0,011125363;0,004387569;4,68E-18;0,111683534;0,029937003;0,900617321;1,85E-37;0,657956931
VMC;0,004988031;0,001439033;0,023894752;0,010040099;-0,000694074;5,83E-09;0,328639271;0,771018261;0,90748147;8,24E-26;0,516948439
APTV;0,005966691;0,00626048;-0,030284294;0,0168055;-0,005222885;4,36E-08;0,001031097;0,08785748;0,908276647;3,10E-37;0,644296565
BX;-0,000297773;0,003578957;-0,02789845;0,015006126;-2,93E-05;0,764195503;0,045737756;0,991919804;0,910807633;1,84E-34;0,584377859
PLD;0,000297353;-0,001544793;-0,021062219;0,01265991;-0,001613442;0,705087187;0,274166332;0,480593413;0,914903139;1,87E-37;0,588331632
DECK;0,001289374;0,004244394;-0,030609664;0,011155571;0,004057007;0,26111663;0,040140446;0,22447078;0,915189899;2,07E-18;0,382925237
JBHT;0,00207441;0,00055836;-0,020062753;0,009015543;0,000653787;0,007198648;0,68430625;0,768923147;0,916719279;2,00E-24;0,45448717
EPAM;-0,005393814;0,002472379;-0,045920373;0,014612757;-0,002135349;0,002455638;0,434296197;0,676752404;0,917169979;1,99E-14;0,318640597
LLY;-0,002402383;-0,003935985;0,022343039;0,005632281;0,005496036;0,017187991;0,029500839;0,060328017;0,929106874;6,85E-08;0,168451573
DLTR;0,000809812;-0,000796295;0,027632005;0,007398779;0,000368538;0,516255501;0,722125622;0,919098946;0,929621808;1,46E-08;0,164937002
DOC;0,006815547;0,001815609;0,019480775;0,012738437;-0,007373293;2,43E-12;0,267958555;0,005906213;0,932109288;5,12E-31;0,588326205
CPT;0,003356514;-0,001386796;-0,01633146;0,011377156;-0,004157687;1,98E-05;0,315222701;0,064022935;0,932462845;1,53E-33;0,564551374
HPE;0,006364136;0,001966053;-0,01688713;0,010163305;-0,001740233;8,10E-13;0,188341399;0,471774061;0,935410647;9,14E-26;0,54239488
CNP;0,004648094;-0,00290887;-0,01697077;0,011172917;-0,001286332;3,45E-07;0,067227712;0,616105348;0,938830254;4,36E-27;0,500108634
GOOG;-0,00377742;-0,002176283;0,013863791;0,010198466;0,001142169;1,65E-06;0,114187466;0,607935921;0,942407463;4,50E-29;0,524551593
ROK;0,000958673;0,001812043;0,014472707;0,011938924;-0,00128754;0,236987602;0,213277014;0,584688059;0,943176548;2,32E-33;0,565860517
WELL;0,009122163;0,003524586;0,018084685;0,011915929;-0,002728901;6,95E-16;0,059310902;0,365914331;0,944539472;1,46E-23;0,54733486
WEC;0,002547189;-0,008196618;-0,011871391;0,008459085;-0,003814615;0,000615213;2,71E-09;0,074701312;0,948497281;1,05E-23;0,4551468
FDX;0,000530774;0,002246054;-0,016854858;0,00855679;0,001127901;0,622914988;0,247187296;0,719501665;0,950363553;1,96E-13;0,280602029
NVR;0,002152034;0,001216567;0,013336767;0,011955352;-0,000160481;0,017448687;0,451226829;0,951069087;0,952837134;5,62E-29;0,514931976
T;0,00495904;-0,001885681;-0,01061837;0,006570548;-0,005199107;8,52E-11;0,147228884;0,01415984;0,953299511;1,38E-16;0,405093297
DIS;0,002076188;0,001453852;-0,010033685;0,01073729;-0,004759857;0,006771342;0,287052655;0,032274825;0,958006773;1,67E-31;0,548125933
TMO;-0,003013145;-0,00103419;0,00917046;0,007436458;0,000544787;3,07E-05;0,415459306;0,791097435;0,958754319;1,12E-20;0,41592326
BALL;0,001356244;-0,002331616;-0,011927839;0,010605243;-0,004320423;0,166284785;0,184965201;0,129884169;0,961206899;1,23E-21;0,392107429
V;0,000830105;-0,000917571;0,007418672;0,009755537;-0,001597893;0,190159545;0,419303055;0,38556354;0,962699088;2,12E-35;0,570550718
XYL;0,003402469;0,001426382;0,007494934;0,010686786;-0,001992216;1,28E-05;0,297028538;0,368640461;0,968677497;3,13E-31;0,557392096
LYB;0,010097285;0,004515847;0,006856367;0,010301754;-0,001630295;3,43E-28;0,001406649;0,471306511;0,971952914;7,85E-29;0,666677589
AEP;0,003268529;-0,005117494;-0,006180876;0,007816687;-0,003343841;1,36E-05;0,000135863;0,118076897;0,973187227;4,30E-21;0,417114545
BIO;-0,005543105;-0,00168291;0,007471722;0,008464974;-0,002680527;3,81E-07;0,374895261;0,383154573;0,977486253;1,12E-13;0,33354877
DVN;0,014619133;0,002448972;-0,011083081;0,012254798;0,0020704;1,33E-16;0,39829007;0,659273959;0,978156229;1,44E-12;0,431483825
ROL;-0,002013919;-0,001569939;-0,005510448;0,006254404;0,000756798;0,02299168;0,320972194;0,767580649;0,980086868;2,47E-11;0,231819039
GOOGL;-0,003633117;-0,002195444;-0,004624719;0,010278897;0,001132704;3,21E-06;0,108023789;0,607835625;0,980607105;9,65E-30;0,529486587
YUM;0,002928842;-0,002718994;-0,002908833;0,010845917;-0,001505842;7,95E-06;0,018601949;0,418320158;0,985521412;5,10E-40;0,623220005
BLDR;0,005594326;0,010664859;0,005528978;0,016335053;0,005016992;8,27E-06;2,38E-06;0,159593446;0,985621087;3,78E-29;0,585905989
PCAR;0,003256664;-0,000789889;0,002815631;0,009289481;0,000360673;1,94E-06;0,508009278;0,851980012;0,986520726;4,84E-31;0,545699534
CPAY;0,004167122;0,002638275;0,003241643;0,012137673;-0,004008222;1,13E-06;0,077819512;0,098143785;0,987578753;5,61E-33;0,586547378
DTE;0,004787957;-0,002921612;-0,002512051;0,008191264;-0,001964794;1,56E-11;0,0157329;0,313249312;0,988053951;8,38E-26;0,514415697
EMN;0,006520938;0,005106316;-0,002528223;0,011875628;-0,001904219;4,08E-17;7,79E-05;0,354071017;0,988602016;1,33E-39;0,69570761
INTC;0,000300939;-0,000667054;0,003573805;0,010434067;-0,004133275;0,770359633;0,718602559;0,169293099;0,988976044;1,64E-19;0,364237885
AVGO;-0,00133017;-0,001972221;-0,001975875;0,011671332;0,00404774;0,088479823;0,15903659;0,074963446;0,991923406;4,10E-34;0,555445527
GPN;0,003326634;-9,42E-05;-0,001618354;0,014537759;-0,00701031;0,001574254;0,959726975;0,021287258;0,995046562;4,60E-31;0,535962015
FTNT;-0,007378197;-0,001971552;-0,00093194;0,011024453;0,003534117;2,52E-08;0,388186075;0,339975104;0,997668814;1,99E-15;0,372513746
SLB;0,013681892;0,005095932;-0,000884672;0,009049363;0,000641358;1,45E-22;0,021947404;0,857824186;0,997713278;5,91E-12;0,499617929
VICI;0,005858257;0,002276604;0,000552998;0,012417098;-0,002214311;5,24E-11;0,133726561;0,367253573;0,997914154;2,76E-33;0,605221692
NVDA;-0,008682995;-0,000876825;0,000611106;0,015388008;0,00649169;1,82E-14;0,641320046;0,034314978;0,998145671;3,77E-33;0,613689947
KR;-7,52E-05;-0,00312703;-0,000371788;0,001761174;0,001252525;0,936553979;0,066402601;0,648709794;0,998748366;0,064453376;0,028093978
KMX;0,004254097;0,002366665;0,000319054;0,017383358;-0,006083492;0,000635402;0,283256146;0,089497418;0,999172818;1,32E-31;0,553937232
