Column1;coefHML;coefSML;coeffundflows;coefrmrf;const;pvalorHML;pvalorSML;pvalorconst;pvalorfundflows;pvalorrmrf;r2
ADSK;-0,000292082;-0,001217237;0,046623002;0,004858053;-0,006072544;0,689156782;0,303112452;5,15E-11;0,767502784;2,90E-14;0,064653563
DD;0,00353475;3,13E-05;0,037636219;0,005222462;-0,00636736;3,87E-09;0,97403787;4,72E-17;0,769344348;3,25E-23;0,139054243
MPC;0,006518939;0,001422592;-0,053683201;0,0057754;-0,005499698;5,02E-14;0,302152324;3,00E-07;0,770399201;9,63E-15;0,124950667
IDXX;-0,000400388;-0,003180531;-0,03978034;0,003996456;-0,005935728;0,528296961;0,002019977;1,85E-13;0,771718607;5,78E-13;0,060422421
MOS;0,005581662;0,004597689;0,057835335;0,006116293;-0,006246265;2,57E-09;0,002252109;9,33E-08;0,772806202;4,80E-14;0,117523376
ROL;-0,000394148;-0,002131479;0,034266989;0,003200589;-0,005918382;0,473414843;0,016751272;3,37E-17;0,772859289;2,41E-11;0,051168909
FITB;0,006876407;0,002190937;-0,048108695;0,006855043;-0,006542402;1,11E-17;0,085445356;5,10E-11;0,777001896;6,99E-23;0,178459741
CF;0,004575499;0,001222573;0,046385501;0,005806191;-0,006337006;2,70E-09;0,321242836;4,99E-11;0,777884805;4,31E-18;0,121196303
NUE;0,004685117;0,000364495;-0,044676451;0,005352052;-0,005250128;2,76E-10;0,758936816;1,46E-08;0,778052425;9,87E-17;0,115280716
SNPS;-0,001515816;-0,002118597;0,038770722;0,004778158;-0,005244988;0,018001772;0,04097189;9,46E-11;0,779020971;1,91E-17;0,08564119
DXCM;-0,001542239;8,83E-05;-0,050115669;0,003289331;-0,005872068;0,063725596;0,947644984;2,17E-08;0,780063376;4,85E-06;0,02941722
MLM;0,003738675;0,001621821;0,038269522;0,004846037;-0,006145178;5,58E-09;0,114915721;2,83E-14;0,780290121;4,19E-18;0,123657258
MKC;0,000459464;-0,002644398;0,029683042;0,003577316;-0,006926566;0,368510667;0,001424814;8,55E-26;0,787887961;1,37E-15;0,072227116
JBL;0,003237342;0,001787167;-0,040638847;0,005758399;-0,005254599;4,53E-06;0,115855987;3,12E-09;0,78861377;1,42E-20;0,124040361
IT;0,00271938;0,000100774;-0,03610881;0,004281851;-0,005668314;1,65E-05;0,921004104;1,14E-12;0,790037465;6,92E-15;0,086556087
UNP;0,00266226;-8,10E-05;0,029297384;0,004658943;-0,006388143;2,65E-07;0,922332006;3,59E-22;0,79161191;1,45E-24;0,137766713
EW;0,000442408;-0,001013174;-0,03592268;0,004046626;-0,00653928;0,482447902;0,320326979;3,83E-16;0,791703097;1,98E-13;0,060447325
ACN;0,001115179;-0,001406992;-0,030627822;0,004397575;-0,005989834;0,040350559;0,109810555;6,31E-18;0,794079002;4,36E-20;0,094580028
VTRS;0,002499553;0,001913143;-0,037775114;0,002895013;-0,007280542;0,00021251;0,078927954;2,24E-17;0,794728952;6,77E-07;0,050474699
FANG;0,005519767;0,00550631;-0,06202045;0,006141478;-0,006403624;1,10E-06;0,002557383;6,09E-06;0,798529861;3,59E-10;0,086995655
BALL;0,000602134;-0,002644733;0,032477063;0,003305029;-0,00643232;0,333859872;0,008835864;5,47E-16;0,809244945;1,07E-09;0,04363591
DAY;-0,000136175;0,001126096;0,043140633;0,004305241;-0,006339703;0,870997037;0,406745315;2,21E-09;0,811721192;3,52E-09;0,044376019
GOOGL;7,62E-05;-0,00253863;0,030091319;0,004144044;-0,006022244;0,897681921;0,008252714;1,51E-15;0,814139297;1,50E-15;0,070456868
MRK;0,000881991;-0,001622116;-0,022551299;0,002898157;-0,006694215;0,05016681;0,026078312;2,23E-30;0,816445914;1,72E-13;0,063131791
CBOE;0,001920559;-0,000146754;0,026593256;0,003008992;-0,006270771;0,000370147;0,866018058;8,46E-20;0,818793854;1,30E-10;0,059448779
LUV;0,005042502;0,000192112;-0,03548194;0,004473918;-0,00696408;7,33E-12;0,870158474;4,64E-14;0,821030275;1,72E-12;0,101945206
KMI;0,004121881;0,001648649;0,028315536;0,005194989;-0,006780707;1,57E-11;0,091704971;1,58E-18;0,828037529;2,22E-22;0,153540555
ZBRA;0,000923115;-0,000921671;-0,033287865;0,00435615;-0,005878309;0,194413453;0,42324403;6,65E-11;0,828392092;2,25E-12;0,056420508
PKG;0,003349436;-0,000608329;-0,026171872;0,003547479;-0,00604511;3,59E-09;0,503554012;3,55E-17;0,829245076;4,97E-13;0,09065334
STE;0,001181455;-0,000894973;0,024198773;0,004337671;-0,006279442;0,027587503;0,301914474;5,66E-20;0,834274626;4,12E-20;0,096130486
CTAS;0,002829836;-0,001463574;-0,025769652;0,005443513;-0,00579436;8,85E-07;0,113948314;1,78E-15;0,834682736;9,86E-27;0,141023656
T;0,002489607;-0,001724705;-0,023007093;0,003416743;-0,006840903;1,42E-06;0,037950332;4,67E-25;0,83545805;2,69E-14;0,084443644
ABT;-5,16E-05;-0,0033214;0,022842413;0,004003557;-0,006478823;0,919541486;6,30E-05;5,99E-23;0,835899613;5,36E-19;0,090079821
TEL;0,003121116;0,002033044;0,025476519;0,004779684;-0,006027503;7,98E-08;0,029603551;2,50E-16;0,837930972;6,12E-21;0,136852263
CMG;-0,001100945;0,001017853;0,028322557;0,003127938;-0,005519368;0,091817297;0,335230648;2,46E-11;0,840717041;3,38E-08;0,043286913
NEM;-0,00073259;0,001436691;-0,028422711;0,001485468;-0,006473775;0,273361786;0,184465723;2,69E-14;0,843955593;0,009988358;0,01345374
ECL;0,001979184;-0,001521222;0,024126328;0,004893909;-0,00666838;0,000566084;0,100681928;9,24E-20;0,845208355;3,92E-22;0,110290813
ODFL;0,000991234;-0,000630662;-0,026785859;0,003476631;-0,005199707;0,120853901;0,54173565;1,26E-10;0,846004043;3,99E-10;0,046210442
CB;0,003555992;-0,000527367;0,02233638;0,004257542;-0,006206225;7,07E-11;0,545427049;2,37E-19;0,847810172;2,99E-19;0,125766951
TJX;0,00414959;-0,00129167;-0,024534376;0,004408753;-0,006139418;6,05E-12;0,180139359;5,85E-16;0,848630684;3,40E-17;0,119412288
MMC;0,001510285;-0,001589698;0,019146918;0,003692006;-0,006213278;0,001412491;0,037561509;1,67E-24;0,850939502;6,21E-19;0,093858033
KHC;0,001928467;-0,00299518;-0,02111791;0,004342532;-0,006344513;0,000240339;0,000422812;3,40E-21;0,851726116;5,33E-21;0,107674898
SO;0,001188309;-0,003534053;0,020576208;0,00426716;-0,006450337;0,020604517;2,24E-05;1,27E-22;0,852524081;4,12E-21;0,103818355
DAL;0,006757305;0,002231401;0,03445141;0,005208995;-0,006567398;1,02E-14;0,108536865;1,44E-09;0,852602781;3,61E-12;0,119699309
STT;0,004977532;-0,000539499;-0,027868028;0,006094755;-0,006670035;1,71E-12;0,631690505;4,58E-14;0,852795042;4,19E-23;0,149031087
CINF;0,002972898;-0,003470702;-0,026297747;0,005066232;-0,006864311;8,93E-06;0,001314983;5,92E-16;0,854841937;4,92E-18;0,099369274
MET;0,004809022;-0,001494855;-0,024808284;0,005859953;-0,006339027;5,42E-14;0,142295297;2,55E-15;0,855127169;1,02E-25;0,163072777
GOOG;4,24E-05;-0,002566181;0,023070984;0,00405876;-0,006032813;0,942847045;0,007501803;1,25E-15;0,856769373;4,94E-15;0,06810092
ISRG;0,000163794;-0,002050836;0,025070209;0,005097873;-0,005972812;0,800710399;0,051068637;4,22E-13;0,858017754;4,60E-19;0,08655293
BX;0,000897256;-0,001856375;-0,028368133;0,005404758;-0,005376226;0,227039845;0,122598768;9,80E-09;0,85957416;1,11E-16;0,076256508
VICI;0,00328319;4,43E-06;0,025401703;0,005581474;-0,00632527;9,45E-07;0,996712765;7,36E-14;0,859636387;2,10E-21;0,121702676
BK;0,003916496;-0,002067516;-0,021718706;0,004922209;-0,006509552;4,23E-11;0,029595251;3,86E-18;0,863852039;2,07E-21;0,133468062
DE;0,00386068;-2,64E-05;0,023005617;0,004471014;-0,005713826;8,40E-10;0,979110092;4,83E-13;0,864097654;2,67E-16;0,110131998
VTR;0,004924327;0,001132589;-0,030755748;0,005539813;-0,006248265;9,15E-09;0,409863314;5,68E-09;0,866796067;8,62E-14;0,097871992
SYF;0,006693159;0,001973763;-0,029119202;0,007426591;-0,006853605;7,26E-16;0,1345444;3,10E-11;0,868523436;9,02E-25;0,178327204
CCL;0,008434171;0,004956035;0,045705746;0,006263081;-0,006970844;1,46E-10;0,018715562;2,02E-05;0,870729432;2,92E-08;0,088604963
GLW;0,002949446;-0,00114789;-0,02079778;0,005577725;-0,006491134;8,25E-07;0,232804283;1,22E-17;0,871261113;4,53E-26;0,139003373
NRG;0,002335583;-0,000952306;-0,022145355;0,004368912;-0,006299295;0,000246227;0,353933696;6,32E-15;0,871644908;3,92E-15;0,080066331
FOXA;0,003684069;0,001203694;-0,021624634;0,003824582;-0,006891226;7,60E-09;0,239193194;1,34E-17;0,874055049;3,98E-12;0,092181219
C;0,005957672;5,64E-05;-0,022837647;0,006557251;-0,007248391;1,14E-17;0,95924187;7,90E-17;0,876719674;3,20E-27;0,187176163
TRGP;0,004618268;0,006328686;-0,039723369;0,006651583;-0,006073558;0,000139309;0,001240513;6,26E-05;0,87891798;2,49E-10;0,081167116
PCAR;0,003237326;-0,000814402;0,016009445;0,003960388;-0,006054243;5,48E-11;0,302277741;4,41E-22;0,879188414;3,33E-20;0,129283616
JKHY;0,000299389;-0,002094765;-0,017138494;0,003423165;-0,006681971;0,57649046;0,015912087;3,02E-22;0,882301977;2,73E-13;0,059581615
PHM;0,003851442;0,002440135;-0,024136669;0,005195621;-0,005656977;6,89E-07;0,050573182;6,12E-09;0,884656187;1,33E-14;0,101198319
PTC;0,000161724;0,000446369;0,019538222;0,003734685;-0,005659139;0,803891482;0,671945264;7,22E-12;0,889524589;4,71E-11;0,052185298
AIZ;0,003608609;0,001465552;-0,016532087;0,004594877;-0,006261547;7,29E-10;0,118407037;2,65E-17;0,89491958;2,27E-19;0,132657921
ES;0,000660101;-0,004400483;-0,014992669;0,004370369;-0,006851628;0,222157153;5,87E-07;6,53E-23;0,897800134;4,72E-20;0,100053376
KO;0,001832368;-0,00144281;0,011595726;0,003235304;-0,006536345;1,97E-05;0,037060745;6,48E-32;0,899948479;6,92E-18;0,096079224
DIS;0,002331305;-5,94E-05;-0,016178964;0,004628351;-0,007169771;0,000127134;0,951690643;2,67E-20;0,901593918;3,78E-18;0,098067647
AXP;0,005581105;-0,001078068;0,017459383;0,005498495;-0,006196875;2,23E-15;0,335480616;1,64E-12;0,906929816;1,80E-19;0,143478685
BKR;0,005914752;-0,000439288;-0,01943864;0,005615317;-0,006703219;3,72E-13;0,73500612;4,14E-11;0,910636442;1,38E-15;0,119469784
UDR;0,002773131;-0,00159015;0,013470652;0,004171646;-0,006674894;2,45E-06;0,093201685;4,76E-19;0,915067019;4,24E-16;0,091638075
KMX;0,003279158;0,001018148;0,01897908;0,004519864;-0,00708635;9,72E-05;0,452733684;2,45E-11;0,916455885;5,66E-10;0,062125948
RCL;0,006884778;0,004920061;0,026940619;0,00504572;-0,006375232;1,37E-08;0,011558145;2,45E-05;0,917323216;1,26E-06;0,073022312
GEHC;-0,000987635;0,001577593;-0,029739606;-0,000550061;-0,017971126;0,559896002;0,443458684;1,06E-31;0,917687803;0,722252537;0,003715584
HUBB;0,003851296;-0,000338489;0,012620557;0,004710029;-0,005730251;2,02E-11;0,712292595;2,15E-15;0,917933642;5,13E-21;0,13632582
ORCL;0,00117119;-0,004241075;0,012368843;0,004299812;-0,005960445;0,041039018;5,36E-06;3,24E-16;0,920323044;1,30E-17;0,089174513
JNJ;0,000635652;-0,002678801;0,008831881;0,002765266;-0,006714718;0,124245209;6,68E-05;1,96E-35;0,921170543;2,09E-14;0,071005698
OXY;0,005289552;0,001959545;-0,026509012;0,006966289;-0,006848371;2,63E-05;0,333685037;1,37E-05;0,921913803;1,68E-10;0,068175058
HRL;0,000178063;-0,000809692;-0,009099628;0,002256097;-0,00658423;0,693947794;0,269019759;3,33E-29;0,925812151;9,57E-09;0,036869073
LHX;0,002491342;-0,002167218;0,010606479;0,003553534;-0,006800724;3,68E-06;0,012459638;5,03E-23;0,926854623;3,18E-14;0,082866907
ALB;0,001371309;0,001513671;-0,017873551;0,006092438;-0,005466482;0,133391978;0,305822781;1,99E-06;0,927782609;2,47E-14;0,073728508
HCA;0,00299354;0,002745153;0,01399031;0,004258749;-0,006115559;3,27E-05;0,018199628;1,71E-11;0,928027086;9,89E-12;0,083297457
JPM;0,004818949;-0,001329514;0,010654997;0,005543129;-0,006438714;1,14E-16;0,149750449;1,05E-18;0,931027191;9,56E-28;0,181147593
XOM;0,004217657;0,001197968;-0,011643753;0,004528522;-0,006651632;4,62E-11;0,242315662;1,73E-16;0,932110377;3,46E-16;0,120281233
RTX;0,005298484;0,000352677;0,01118791;0,00445867;-0,006630901;2,31E-17;0,721920479;2,25E-17;0,932577321;1,09E-16;0,143785865
ZTS;0,000750793;-0,002939774;0,009667575;0,004615946;-0,006323352;0,156219917;0,000623649;1,20E-20;0,932591245;6,55E-23;0,106750737
MHK;0,006010648;0,003697302;-0,015074052;0,004686482;-0,006534553;7,75E-13;0,005818891;4,13E-10;0,93271003;7,66E-11;0,113801995
WEC;0,000468768;-0,004468555;0,009337624;0,003893813;-0,006481754;0,366804195;1,33E-07;2,71E-22;0,933647828;1,45E-17;0,090784122
EPAM;-0,000655053;-0,001437881;0,018600469;0,005895832;-0,006202529;0,527054772;0,390990657;1,96E-06;0,933716575;6,39E-11;0,048609429
BXP;0,004417916;0,00042107;0,012228748;0,004876345;-0,006942285;5,35E-10;0,711633813;9,17E-15;0,935879363;2,65E-15;0,107905109
APD;0,001381584;-0,002644245;-0,009272149;0,004891934;-0,006426965;0,010961661;0,002644225;2,30E-20;0,936876011;2,53E-24;0,115737244
POOL;0,000124638;-0,000656745;-0,011694101;0,004353142;-0,006083729;0,856690132;0,55657847;3,66E-12;0,937466851;5,23E-13;0,058843565
CMCSA;0,001566848;-0,001481855;-0,008863799;0,003851167;-0,006681035;0,003704573;0,08936689;4,71E-22;0,939257115;3,62E-16;0,079532875
DHI;0,002518678;0,002264274;-0,011999064;0,004399899;-0,005617213;0,000628254;0,056952158;1,43E-09;0,939679992;6,48E-12;0,075521054
LYV;0,005202281;0,002243024;-0,01349065;0,003982602;-0,006182287;7,18E-10;0,097261086;4,64E-09;0,940377831;3,96E-08;0,080136474
INTU;-0,000791068;-0,002653977;0,010988501;0,005382137;-0,005867899;0,2451194;0,016109112;1,02E-11;0,940386834;2,70E-19;0,089764103
CZR;0,006207648;0,004664971;-0,020264355;0,007457968;-0,006977881;5,19E-06;0,033512376;4,15E-05;0,944760211;2,53E-10;0,077575891
INVH;0,001863975;-0,000936103;0,007658065;0,005209779;-0,006506255;0,001335923;0,318187373;1,62E-18;0,951193569;3,55E-24;0,119639332
PLD;0,001056431;-0,002267432;0,007327188;0,004510589;-0,005911273;0,072115868;0,017152708;2,61E-15;0,953902249;2,43E-18;0,085361506
WRB;0,003719494;-0,00285746;-0,006618898;0,004778872;-0,006191684;2,85E-11;0,001424111;1,76E-18;0,955719881;1,29E-22;0,139815101
TAP;0,003566608;-0,000522117;-0,005987187;0,003893777;-0,0064564;7,63E-10;0,573767345;1,35E-18;0,96144566;8,96E-15;0,101626025
D;0,001279963;-0,003936402;-0,005289223;0,004607741;-0,006992237;0,014747608;3,95E-06;4,48E-25;0,962723083;3,07E-23;0,11497558
WELL;0,003927879;0,001989232;0,007046391;0,004902339;-0,00620651;2,30E-07;0,103062659;7,74E-11;0,965459612;1,00E-13;0,096590612
CVX;0,004945259;0,000113575;0,005892508;0,006409533;-0,006745902;7,82E-14;0,914185315;4,47E-16;0,96658285;2,46E-28;0,178440066
AIG;0,005627669;0,000746933;-0,006537591;0,005924861;-0,006620754;2,27E-14;0,524430802;6,36E-13;0,966696035;1,98E-20;0,149291418
ESS;0,002832021;-0,001017188;-0,004429633;0,004517213;-0,006761091;1,42E-06;0,281512717;1,45E-19;0,971957049;1,40E-18;0,104610434
NTAP;0,002344264;3,86E-05;0,004960106;0,004015019;-0,006062617;0,000354481;0,970911818;2,91E-13;0,971983921;2,03E-12;0,068959893
WDC;0,002840364;0,003415331;0,005736058;0,005957599;-0,006360556;0,000828759;0,012869404;2,80E-09;0,974983309;1,03E-15;0,099012474
NVR;0,002658052;0,001015;0,004467845;0,004705233;-0,006110675;0,0001087;0,359195514;1,89E-12;0,975867169;4,05E-15;0,088292394
CTSH;0,00247199;-0,000639306;0,003794156;0,005119719;-0,006297248;2,45E-05;0,498052544;2,68E-17;0,975958582;3,45E-23;0,122125217
WTW;0,001269671;-0,001857849;-0,003266077;0,003553826;-0,006469819;0,015934382;0,029253194;9,81E-22;0,97705817;1,18E-14;0,070205342
WY;0,00455667;0,000442351;-0,003881027;0,007226184;-0,006241216;6,21E-11;0,691353486;9,21E-13;0,97917532;9,94E-32;0,1840813
FIS;0,001267462;-0,002757924;-0,003600231;0,004977747;-0,007556846;0,067028552;0,013870084;1,17E-17;0,98076404;2,32E-16;0,076321978
BIO;-0,00124117;-0,000590731;-0,003111881;0,002870049;-0,006844553;0,060104231;0,579981868;3,96E-16;0,982569848;5,19E-07;0,033166541
MS;0,004491712;-0,001305942;-0,0023675;0,006592999;-0,006131133;1,12E-12;0,194910995;9,78E-15;0,985944831;2,97E-32;0,185667935
HSIC;0,002489663;-4,51E-06;-0,001859116;0,004275676;-0,006804013;4,45E-06;0,995877399;1,01E-22;0,987263987;2,26E-19;0,109614699
RJF;0,004524897;-0,001731956;-0,001850579;0,005711082;-0,005849346;2,33E-12;0,092800556;4,49E-13;0,98925414;4,23E-24;0,149976249
CFG;0,006920052;0,003362142;0,002314238;0,00674438;-0,006866541;6,08E-17;0,010561379;2,36E-11;0,989458187;4,58E-21;0,174261747
RF;0,006710249;0,003385445;-0,001800468;0,006145578;-0,006334727;6,32E-18;0,00611827;5,08E-11;0,991264764;5,51E-20;0,174782723
PNC;0,005057205;0,000455985;-0,001440212;0,005912441;-0,00660408;6,27E-15;0,658430458;4,36E-16;0,991651446;1,54E-25;0,172199973
ROP;0,001810319;-0,001875337;0,001077309;0,004399749;-0,006087266;0,000195281;0,016849968;1,37E-22;0,991778192;1,24E-24;0,122667896
BKNG;0,003115241;-0,001138278;0,001418952;0,004524635;-0,006380309;3,58E-06;0,292576464;5,83E-14;0,992153376;1,04E-14;0,085231662
EVRG;0,001279115;-0,003883904;0,000410724;0,00443324;-0,006663601;0,02175868;1,79E-05;1,03E-20;0,997273962;1,59E-19;0,097059088
URI;0,004888167;0,002481433;-0,000560732;0,005483492;-0,005156431;9,12E-10;0,052430026;2,22E-07;0,997376733;2,31E-15;0,116290053
